gene_id,gene_name
ENSG00000198715,GLMP
ENSG00000198729,PPP1R14C
ENSG00000198736,MSRB1
ENSG00000198755,RPL10A
ENSG00000198826,ARHGAP11A
ENSG00000198854,C1orf68
ENSG00000198894,CIPC
ENSG00000198901,PRC1
ENSG00000198918,RPL39
ENSG00000198931,APRT
ENSG00000198937,CCDC167
ENSG00000198948,MFAP3L
ENSG00000203722,RAET1G
ENSG00000203760,CENPW
ENSG00000203778,FAM229B
ENSG00000203782,LOR
ENSG00000203783,PRR9
ENSG00000203837,PNLIPRP3
ENSG00000204020,LIPN
ENSG00000204021,LIPK
ENSG00000204103,MAFB
ENSG00000204220,PFDN6
ENSG00000204228,HSD17B8
ENSG00000204262,COL5A2
ENSG00000204272,NBDY
ENSG00000204315,FKBPL
ENSG00000204323,SMIM5
ENSG00000204356,NELFE
ENSG00000204370,SDHD
ENSG00000204371,EHMT2
ENSG00000204392,LSM2
ENSG00000204420,MPIG6B
ENSG00000204421,LY6G6C
ENSG00000204538,PSORS1C2
ENSG00000204539,CDSN
ENSG00000204592,HLA-E
ENSG00000204628,RACK1
ENSG00000204866,IGFL2
ENSG00000204922,UQCC3
ENSG00000205076,LGALS7
ENSG00000205155,PSENEN
ENSG00000205213,LGR4
ENSG00000205336,ADGRG1
ENSG00000205358,MT1H
ENSG00000205364,MT1M
ENSG00000205413,SAMD9
ENSG00000205420,KRT6A
ENSG00000205476,CCDC85C
ENSG00000205488,CALML3-AS1
ENSG00000205542,TMSB4X
ENSG00000205544,TMEM256
ENSG00000205707,ETFRF1
ENSG00000205978,NYNRIN
ENSG00000206073,SERPINB4
ENSG00000206075,SERPINB5
ENSG00000206503,HLA-A
ENSG00000206527,HACD2
ENSG00000211445,GPX3
ENSG00000212724,KRTAP2-3
ENSG00000212864,RNF208
ENSG00000213190,MLLT11
ENSG00000213462,ERV3-1
ENSG00000213465,ARL2
ENSG00000213533,STIMATE
ENSG00000213619,NDUFS3
ENSG00000213676,ATF6B
ENSG00000213741,RPS29
ENSG00000213903,LTB4R
ENSG00000213906,LTB4R2
ENSG00000213977,TAX1BP3
ENSG00000214113,LYRM4
ENSG00000214114,MYCBP
ENSG00000214160,ALG3
ENSG00000214253,FIS1
ENSG00000214736,TOMM6
ENSG00000214944,ARHGEF28
ENSG00000215021,PHB2
ENSG00000215458,AATBC
ENSG00000215845,TSTD1
ENSG00000215853,RPTN
ENSG00000216490,IFI30
ENSG00000221869,CEBPD
ENSG00000221983,UBA52
ENSG00000221988,PPT2
ENSG00000223501,VPS52
ENSG00000223572,CKMT1A
ENSG00000223573,TINCR
ENSG00000224051,CPTP
ENSG00000224259,LINC01133
ENSG00000224260,AL023754.1
ENSG00000224877,NDUFAF8
ENSG00000224984,AL512363.1
ENSG00000225383,SFTA1P
ENSG00000226005,LINC02660
ENSG00000227500,SCAMP4
ENSG00000228474,OST4
ENSG00000228594,FNDC10
ENSG00000229117,RPL41
ENSG00000229666,MAST4-AS1
ENSG00000229833,PET100
ENSG00000230937,MIR205HG
ENSG00000230943,LINC02541
ENSG00000231131,LNCAROD
ENSG00000231233,CFAP58-DT
ENSG00000231500,RPS18
ENSG00000231767,AL136454.1
ENSG00000231811,AL159166.1
ENSG00000231826,LINC01819
ENSG00000231971,CT69
ENSG00000232442,MHENCR
ENSG00000233461,AL445524.1
ENSG00000233493,TMEM238
ENSG00000233621,LINC01137
ENSG00000233901,LINC01503
ENSG00000233927,RPS28
ENSG00000233954,UQCRHL
ENSG00000235098,ANKRD65
ENSG00000235109,ZSCAN31
ENSG00000235173,HGH1
ENSG00000236740,AL033384.1
ENSG00000237101,AC092809.4
ENSG00000237289,CKMT1B
ENSG00000237499,WAKMAR2
ENSG00000237651,C2orf74
ENSG00000239264,TXNDC5
ENSG00000239282,CASTOR1
ENSG00000239672,NME1
ENSG00000240184,PCDHGC3
ENSG00000240747,KRBOX1
ENSG00000240972,MIF
ENSG00000241343,RPL36A
ENSG00000241468,ATP5MF
ENSG00000241794,SPRR2A
ENSG00000241837,ATP5PO
ENSG00000242110,AMACR
ENSG00000242372,EIF6
ENSG00000242485,MRPL20
ENSG00000242498,ARPIN
ENSG00000243056,EIF4EBP3
ENSG00000243137,PSG4
ENSG00000243279,PRAF2
ENSG00000243317,STMP1
ENSG00000243364,EFNA4
ENSG00000243566,UPK3B
ENSG00000243667,WDR92
ENSG00000243678,NME2
ENSG00000243708,PLA2G4B
ENSG00000243789,JMJD7
ENSG00000243989,ACY1
ENSG00000244038,DDOST
ENSG00000244187,TMEM141
ENSG00000244509,APOBEC3C
ENSG00000244617,ASPRV1
ENSG00000245848,CEBPA
ENSG00000245910,SNHG6
ENSG00000246223,LINC01550
ENSG00000246228,CASC8
ENSG00000246705,H2AFJ
ENSG00000247271,ZBED5-AS1
ENSG00000248098,BCKDHA
ENSG00000248487,ABHD14A
ENSG00000250722,SELENOP
ENSG00000251095,AC093866.1
ENSG00000251442,LINC01094
ENSG00000253368,TRNP1
ENSG00000253417,LINC02159
ENSG00000253729,PRKDC
ENSG00000253766,AC091946.1
ENSG00000254685,FPGT
ENSG00000254772,EEF1G
ENSG00000254827,SLC22A18AS
ENSG00000254858,MPV17L2
ENSG00000254986,DPP3
ENSG00000254999,BRK1
ENSG00000255198,SNHG9
ENSG00000255221,CARD17
ENSG00000255398,HCAR3
ENSG00000255501,CARD18
ENSG00000256269,HMBS
ENSG00000256462,AL732437.1
ENSG00000256812,CAPNS2
ENSG00000257084,MIR200CHG
ENSG00000257219,LNCOG
ENSG00000257365,FNTB
ENSG00000258279,LINC00592
ENSG00000258315,C17orf49
ENSG00000258659,TRIM34
ENSG00000258791,LINC00520
ENSG00000260025,CRIM1-DT
ENSG00000260581,AC011374.1
ENSG00000260912,AL158206.1
ENSG00000260916,CCPG1
ENSG00000261183,SPINT1-AS1
ENSG00000261236,BOP1
ENSG00000262814,MRPL12
ENSG00000263335,AF001548.2
ENSG00000264230,ANXA8L1
ENSG00000265107,GJA5
ENSG00000265190,ANXA8
ENSG00000265681,RPL17
ENSG00000265972,TXNIP
ENSG00000266094,RASSF5
ENSG00000266208,AC080112.1
ENSG00000266304,LIVAR
ENSG00000266402,SNHG25
ENSG00000266472,MRPS21
ENSG00000267368,UPK3BL1
ENSG00000267855,NDUFA7
ENSG00000268307,LINC02560
ENSG00000268601,AC115522.1
ENSG00000268621,IGFL2-AS1
ENSG00000269729,AC006262.2
ENSG00000269855,RNF225
ENSG00000270647,TAF15
ENSG00000271447,MMP28
ENSG00000272047,GTF2H5
ENSG00000272369,AC008035.1
ENSG00000272398,CD24
ENSG00000272666,U62317.1
ENSG00000273760,AC245041.1
ENSG00000275342,PRAG1
ENSG00000276045,ORAI1
ENSG00000276170,AC244153.1
ENSG00000276600,RAB7B
ENSG00000277586,NEFL
ENSG00000277791,PSMB3
ENSG00000277972,CISD3
ENSG00000278540,ACACA
ENSG00000283992,SLURP2
ENSG00000284981,UPK3BL2
ENSG00000285108,AC103718.1
ENSG00000285972,CERNA2
ENSG00000286010,AC108925.1
ENSG00000286342,AC073210.3
ENSG00000286451,AL499602.1
ENSG00000287895,AL136379.1
ENSG00000287987,AL390839.2
