gene_id,gene_name
ENSG00000182022,CHST15
ENSG00000182087,TMEM259
ENSG00000182149,IST1
ENSG00000182150,ERCC6L2
ENSG00000182224,CYB5D1
ENSG00000182308,DCAF4L1
ENSG00000182310,SPACA6
ENSG00000182324,KCNJ14
ENSG00000182326,C1S
ENSG00000182378,PLCXD1
ENSG00000182405,PGBD4
ENSG00000182446,NPLOC4
ENSG00000182459,TEX19
ENSG00000182472,CAPN12
ENSG00000182511,FES
ENSG00000182759,MAFA
ENSG00000182831,C16orf72
ENSG00000182872,RBM10
ENSG00000182873,PRKCZ-AS1
ENSG00000182903,ZNF721
ENSG00000182944,EWSR1
ENSG00000182963,GJC1
ENSG00000182979,MTA1
ENSG00000183092,BEGAIN
ENSG00000183386,FHL3
ENSG00000183397,C19orf71
ENSG00000183401,CCDC159
ENSG00000183495,EP400
ENSG00000183508,TENT5C
ENSG00000183569,SERHL2
ENSG00000183597,TANGO2
ENSG00000183598,HIST2H3D
ENSG00000183615,FAM167B
ENSG00000183655,KLHL25
ENSG00000183696,UPP1
ENSG00000183709,IFNL2
ENSG00000183718,TRIM52
ENSG00000183741,CBX6
ENSG00000183760,ACP7
ENSG00000183828,NUDT14
ENSG00000183853,KIRREL1
ENSG00000183891,TTC32
ENSG00000183963,SMTN
ENSG00000184014,DENND5A
ENSG00000184047,DIABLO
ENSG00000184068,SREBF2-AS1
ENSG00000184163,C1QTNF12
ENSG00000184205,TSPYL2
ENSG00000184260,HIST2H2AC
ENSG00000184270,HIST2H2AB
ENSG00000184277,TM2D3
ENSG00000184281,TSSC4
ENSG00000184307,ZDHHC23
ENSG00000184357,HIST1H1B
ENSG00000184368,MAP7D2
ENSG00000184371,CSF1
ENSG00000184378,ACTRT3
ENSG00000184381,PLA2G6
ENSG00000184489,PTP4A3
ENSG00000184545,DUSP8
ENSG00000184557,SOCS3
ENSG00000184560,SPEM2
ENSG00000184634,MED12
ENSG00000184677,ZBTB40
ENSG00000184678,HIST2H2BE
ENSG00000184697,CLDN6
ENSG00000184716,SERINC4
ENSG00000184786,TCTE3
ENSG00000184863,RBM33
ENSG00000184897,H1FX
ENSG00000184988,TMEM106A
ENSG00000184995,IFNE
ENSG00000185015,CA13
ENSG00000185022,MAFF
ENSG00000185049,NELFA
ENSG00000185127,C6orf120
ENSG00000185130,HIST1H2BL
ENSG00000185133,INPP5J
ENSG00000185158,LRRC37B
ENSG00000185201,IFITM2
ENSG00000185246,PRPF39
ENSG00000185278,ZBTB37
ENSG00000185338,SOCS1
ENSG00000185359,HGS
ENSG00000185386,MAPK11
ENSG00000185418,TARSL2
ENSG00000185507,IRF7
ENSG00000185513,L3MBTL1
ENSG00000185527,PDE6G
ENSG00000185561,TLCD2
ENSG00000185591,SP1
ENSG00000185615,PDIA2
ENSG00000185619,PCGF3
ENSG00000185658,BRWD1
ENSG00000185716,MOSMO
ENSG00000185728,YTHDF3
ENSG00000185739,SRL
ENSG00000185761,ADAMTSL5
ENSG00000185800,DMWD
ENSG00000185946,RNPC3
ENSG00000185947,ZNF267
ENSG00000185950,IRS2
ENSG00000185955,C7orf61
ENSG00000185966,LCE3E
ENSG00000186001,LRCH3
ENSG00000186020,ZNF529
ENSG00000186056,MATN1-AS1
ENSG00000186166,CCDC84
ENSG00000186300,ZNF555
ENSG00000186310,NAP1L3
ENSG00000186352,ANKRD37
ENSG00000186364,NUDT17
ENSG00000186432,KPNA4
ENSG00000186462,NAP1L2
ENSG00000186480,INSIG1
ENSG00000186567,CEACAM19
ENSG00000186591,UBE2H
ENSG00000186594,MIR22HG
ENSG00000186660,ZFP91
ENSG00000186844,LCE1A
ENSG00000186866,POFUT2
ENSG00000186907,RTN4RL2
ENSG00000187079,TEAD1
ENSG00000187180,LCE2C
ENSG00000187187,ZNF546
ENSG00000187189,TSPYL4
ENSG00000187193,MT1X
ENSG00000187223,LCE2D
ENSG00000187475,HIST1H1T
ENSG00000187479,C11orf96
ENSG00000187498,COL4A1
ENSG00000187531,SIRT7
ENSG00000187555,USP7
ENSG00000187556,NANOS3
ENSG00000187605,TET3
ENSG00000187642,PERM1
ENSG00000187775,DNAH17
ENSG00000187778,MCRS1
ENSG00000187837,HIST1H1C
ENSG00000187912,CLEC17A
ENSG00000187922,LCN10
ENSG00000187954,CYHR1
ENSG00000188070,C11orf95
ENSG00000188076,SCGB1C1
ENSG00000188092,GPR89B
ENSG00000188158,NHS
ENSG00000188215,DCUN1D3
ENSG00000188229,TUBB4B
ENSG00000188290,HES4
ENSG00000188368,PRR19
ENSG00000188486,H2AFX
ENSG00000188493,C19orf54
ENSG00000188525,AC010969.1
ENSG00000188529,SRSF10
ENSG00000188566,NDOR1
ENSG00000188647,PTAR1
ENSG00000188766,SPRED3
ENSG00000188818,ZDHHC11
ENSG00000188848,BEND4
ENSG00000188938,FAM120AOS
ENSG00000188994,ZNF292
ENSG00000189042,ZNF567
ENSG00000189171,S100A13
ENSG00000189266,PNRC2
ENSG00000189298,ZKSCAN3
ENSG00000189410,SH2D5
ENSG00000196182,STK40
ENSG00000196233,LCOR
ENSG00000196305,IARS
ENSG00000196313,POM121
ENSG00000196337,CGB7
ENSG00000196338,NLGN3
ENSG00000196352,CD55
ENSG00000196358,NTNG2
ENSG00000196371,FUT4
ENSG00000196378,ZNF34
ENSG00000196387,ZNF140
ENSG00000196428,TSC22D2
ENSG00000196449,YRDC
ENSG00000196470,SIAH1
ENSG00000196588,MRTFA
ENSG00000196611,MMP1
ENSG00000196689,TRPV1
ENSG00000196705,ZNF431
ENSG00000196712,NF1
ENSG00000196734,LCE1B
ENSG00000196756,SNHG17
ENSG00000196787,HIST1H2AG
ENSG00000196792,STRN3
ENSG00000196805,SPRR2B
ENSG00000196850,PPTC7
ENSG00000196866,HIST1H2AD
ENSG00000196878,LAMB3
ENSG00000196890,HIST3H2BB
ENSG00000196998,WDR45
ENSG00000197019,SERTAD1
ENSG00000197037,ZSCAN25
ENSG00000197044,ZNF441
ENSG00000197061,HIST1H4C
ENSG00000197063,MAFG
ENSG00000197081,IGF2R
ENSG00000197084,LCE1C
ENSG00000197110,IFNL3
ENSG00000197111,PCBP2
ENSG00000197114,ZGPAT
ENSG00000197119,SLC25A29
ENSG00000197124,ZNF682
ENSG00000197150,ABCB8
ENSG00000197153,HIST1H3J
ENSG00000197183,NOL4L
ENSG00000197217,ENTPD4
ENSG00000197238,HIST1H4J
ENSG00000197256,KANK2
ENSG00000197261,C6orf141
ENSG00000197279,ZNF165
ENSG00000197283,SYNGAP1
ENSG00000197343,ZNF655
ENSG00000197372,ZNF675
ENSG00000197405,C5AR1
ENSG00000197409,HIST1H3D
ENSG00000197483,ZNF628
ENSG00000197530,MIB2
ENSG00000197540,GZMM
ENSG00000197586,ENTPD6
ENSG00000197599,CCDC154
ENSG00000197647,ZNF433
ENSG00000197714,ZNF460
ENSG00000197780,TAF13
ENSG00000197808,ZNF461
ENSG00000197818,SLC9A8
ENSG00000197837,HIST4H4
ENSG00000197857,ZNF44
ENSG00000197903,HIST1H2BK
ENSG00000197905,TEAD4
ENSG00000197948,FCHSD1
ENSG00000197961,ZNF121
ENSG00000197976,AKAP17A
ENSG00000197977,ELOVL2
ENSG00000197989,SNHG12
ENSG00000198026,ZNF335
ENSG00000198040,ZNF84
ENSG00000198060,5-Mar
ENSG00000198160,MIER1
ENSG00000198189,HSD17B11
ENSG00000198198,SZT2
ENSG00000198205,ZXDA
ENSG00000198218,QRICH1
ENSG00000198265,HELZ
ENSG00000198315,ZKSCAN8
ENSG00000198342,ZNF442
ENSG00000198355,PIM3
ENSG00000198408,OGA
ENSG00000198435,NRARP
ENSG00000198455,ZXDB
ENSG00000198492,YTHDF2
ENSG00000198496,NBR2
ENSG00000198517,MAFK
ENSG00000198551,ZNF627
ENSG00000198556,ZNF789
ENSG00000198563,DDX39B
ENSG00000198576,ARC
ENSG00000198590,C3orf35
ENSG00000198625,MDM4
ENSG00000198719,DLL1
ENSG00000198742,SMURF1
ENSG00000198743,SLC5A3
ENSG00000198763,MT-ND2
ENSG00000198768,APCDD1L
ENSG00000198774,RASSF9
ENSG00000198783,ZNF830
ENSG00000198805,PNP
ENSG00000198815,FOXJ3
ENSG00000198830,HMGN2
ENSG00000198837,DENND4B
ENSG00000198855,FICD
ENSG00000198862,LTN1
ENSG00000198888,MT-ND1
ENSG00000198900,TOP1
ENSG00000198909,MAP3K3
ENSG00000198910,L1CAM
ENSG00000198917,SPOUT1
ENSG00000198919,DZIP3
ENSG00000198920,KIAA0753
ENSG00000198932,GPRASP1
ENSG00000198933,TBKBP1
ENSG00000198952,SMG5
ENSG00000203279,AL590705.1
ENSG00000203446,AC004988.1
ENSG00000203786,KPRP
ENSG00000203804,ADAMTSL4-AS1
ENSG00000203814,HIST2H2BF
ENSG00000203879,GDI1
ENSG00000203896,LIME1
ENSG00000203993,ARRDC1-AS1
ENSG00000204086,RPA4
ENSG00000204116,CHIC1
ENSG00000204138,PHACTR4
ENSG00000204241,LINC02731
ENSG00000204248,COL11A2
ENSG00000204256,BRD2
ENSG00000204282,TNRC6C-AS1
ENSG00000204304,PBX2
ENSG00000204305,AGER
ENSG00000204348,DXO
ENSG00000204385,SLC44A4
ENSG00000204386,NEU1
ENSG00000204388,HSPA1B
ENSG00000204389,HSPA1A
ENSG00000204390,HSPA1L
ENSG00000204396,VWA7
ENSG00000204428,LY6G5C
ENSG00000204460,LINC01854
ENSG00000204463,BAG6
ENSG00000204469,PRRC2A
ENSG00000204516,MICB
ENSG00000204524,ZNF805
ENSG00000204569,PPP1R10
ENSG00000204574,ABCF1
ENSG00000204590,GNL1
ENSG00000204599,TRIM39
ENSG00000204632,HLA-G
ENSG00000204642,HLA-F
ENSG00000204673,AKT1S1
ENSG00000204681,GABBR1
ENSG00000204842,ATXN2
ENSG00000204859,ZBTB48
ENSG00000204920,ZNF155
ENSG00000204946,ZNF783
ENSG00000205085,FAM71F2
ENSG00000205177,C11orf91
ENSG00000205189,ZBTB10
ENSG00000205250,E2F4
ENSG00000205307,SAP25
ENSG00000205517,RGL3
ENSG00000205560,CPT1B
ENSG00000205659,LIN52
ENSG00000205853,RFPL3S
ENSG00000205885,C1RL-AS1
ENSG00000205890,AC108134.1
ENSG00000205903,ZNF316
ENSG00000205937,RNPS1
ENSG00000206077,ZDHHC11B
ENSG00000206344,HCG27
ENSG00000206503,HLA-A
ENSG00000206573,THUMPD3-AS1
ENSG00000211448,DIO2
ENSG00000213020,ZNF611
ENSG00000213047,DENND1B
ENSG00000213079,SCAF8
ENSG00000213096,ZNF254
ENSG00000213199,ASIC3
ENSG00000213339,QTRT1
ENSG00000213341,CHUK
ENSG00000213398,LCAT
ENSG00000213626,LBH
ENSG00000213722,DDAH2
ENSG00000213780,GTF2H4
ENSG00000213782,DDX47
ENSG00000213901,SLC23A3
ENSG00000213923,CSNK1E
ENSG00000214021,TTLL3
ENSG00000214049,UCA1
ENSG00000214078,CPNE1
ENSG00000214226,C17orf67
ENSG00000214336,FOXI3
ENSG00000214517,PPME1
ENSG00000214548,MEG3
ENSG00000214575,CPEB1
ENSG00000214655,ZSWIM8
ENSG00000214866,DCDC2C
ENSG00000215067,ALOX12-AS1
ENSG00000215182,MUC5AC
ENSG00000215251,FASTKD5
ENSG00000215252,GOLGA8B
ENSG00000215301,DDX3X
ENSG00000215375,MYL5
ENSG00000215421,ZNF407
ENSG00000217128,FNIP1
ENSG00000217702,AC073263.1
ENSG00000218537,MIF-AS1
ENSG00000220201,ZGLP1
ENSG00000220205,VAMP2
ENSG00000221914,PPP2R2A
ENSG00000221963,APOL6
ENSG00000221968,FADS3
ENSG00000221978,CCNL2
ENSG00000221994,ZNF630
ENSG00000222009,BTBD19
ENSG00000222041,CYTOR
ENSG00000222043,AC079305.1
ENSG00000223356,AL590666.1
ENSG00000223374,AC005104.1
ENSG00000223403,MEG9
ENSG00000223496,EXOSC6
ENSG00000223547,ZNF844
ENSG00000223749,MIR503HG
ENSG00000223768,LINC00205
ENSG00000223774,AL513217.1
ENSG00000224152,AC009506.1
ENSG00000224239,AC090044.1
ENSG00000224251,AL391427.1
ENSG00000224420,ADM5
ENSG00000224470,ATXN1L
ENSG00000224621,AL451042.1
ENSG00000224660,SH3BP5-AS1
ENSG00000224903,AC005534.1
ENSG00000224959,AC017002.1
ENSG00000224975,INE1
ENSG00000225075,AL603832.1
ENSG00000225083,GRTP1-AS1
ENSG00000225450,AL021707.1
ENSG00000225578,NCBP2-AS1
ENSG00000225611,LINC02158
ENSG00000225697,SLC26A6
ENSG00000225746,MEG8
ENSG00000225828,FAM229A
ENSG00000225857,LINC02816
ENSG00000225880,LINC00115
ENSG00000225945,AL121574.1
ENSG00000226179,LINC00685
ENSG00000226312,CFLAR-AS1
ENSG00000226380,AC016831.1
ENSG00000226386,PARD3-AS1
ENSG00000226479,TMEM185B
ENSG00000226696,LENG8-AS1
ENSG00000226763,SRRM5
ENSG00000226950,DANCR
ENSG00000226979,LTA
ENSG00000227078,LINC02094
ENSG00000227199,ST7-AS1
ENSG00000227471,AKR1B15
ENSG00000227533,SLC2A1-AS1
ENSG00000227543,SPAG5-AS1
ENSG00000227676,LINC01068
ENSG00000227698,AP001619.1
ENSG00000227740,LINC02803
ENSG00000227741,AL121987.2
ENSG00000227908,AC016596.1
ENSG00000227946,AC007383.2
ENSG00000227959,AL451042.2
ENSG00000228013,IL6R-AS1
ENSG00000228037,AL139246.3
ENSG00000228107,AP000692.1
ENSG00000228109,MELTF-AS1
ENSG00000228126,FALEC
ENSG00000228133,AC099684.1
ENSG00000228242,AC093495.1
ENSG00000228353,AL450322.1
ENSG00000228393,LINC01004
ENSG00000228436,AL139260.1
ENSG00000228506,AL513550.1
ENSG00000228549,BX284668.2
ENSG00000228707,AL691426.1
ENSG00000228737,AC008781.1
ENSG00000228817,BACH1-IT2
ENSG00000228839,PIK3IP1-AS1
ENSG00000228917,AL591806.1
ENSG00000229299,AL121845.1
ENSG00000229348,HYI-AS1
ENSG00000229373,LINC00452
ENSG00000229407,AL359853.1
ENSG00000229459,AC023669.1
ENSG00000229474,PATL2
ENSG00000229591,AC006017.1
ENSG00000229719,MIR194-2HG
ENSG00000229750,AC096649.1
ENSG00000230149,AL021707.3
ENSG00000230415,LINC01786
ENSG00000230454,U73166.1
ENSG00000230483,AC124057.1
ENSG00000230532,AC091133.1
ENSG00000230732,AC016949.1
ENSG00000230753,ZNF341-AS1
ENSG00000230805,AL132709.7
ENSG00000230825,AC005532.1
ENSG00000230844,ZNF674-AS1
ENSG00000231125,AF129075.1
ENSG00000231194,FARP1-AS1
ENSG00000231290,APCDD1L-DT
ENSG00000231346,LINC01160
ENSG00000231365,WARS2-AS1
ENSG00000231638,LUARIS
ENSG00000231770,TMEM44-AS1
ENSG00000231880,KF459542.1
ENSG00000231966,LINC02818
ENSG00000231970,AL355490.2
ENSG00000232023,LINC01807
ENSG00000232070,TMEM253
ENSG00000232310,AL078590.2
ENSG00000232412,AL121601.1
ENSG00000232533,AC093673.1
ENSG00000232586,KIAA1614-AS1
ENSG00000232611,AL683813.1
ENSG00000232618,AL355304.1
ENSG00000232656,IDI2-AS1
ENSG00000232671,ZNF687-AS1
ENSG00000232679,LINC01705
ENSG00000232810,TNF
ENSG00000232832,LMLN-AS1
ENSG00000232931,LINC00342
ENSG00000233016,SNHG7
ENSG00000233030,AC243772.2
ENSG00000233056,ERVH48-1
ENSG00000233069,AL663074.1
ENSG00000233117,LINC00702
ENSG00000233230,AC079807.1
ENSG00000233250,AC233728.1
ENSG00000233421,LINC01783
ENSG00000233429,HOTAIRM1
ENSG00000233559,LINC00513
ENSG00000233799,AC139887.1
ENSG00000233930,KRTAP5-AS1
ENSG00000233937,AC008443.1
ENSG00000234028,EIF2AK3-DT
ENSG00000234199,LINC01191
ENSG00000234456,MAGI2-AS3
ENSG00000234545,FAM133B
ENSG00000234721,LINC02092
ENSG00000234745,HLA-B
ENSG00000234768,AL611929.1
ENSG00000234776,C11orf94
ENSG00000234912,SNHG20
ENSG00000235245,AL360181.2
ENSG00000235246,AL020993.1
ENSG00000235262,KDM5C-IT1
ENSG00000235385,LINC02154
ENSG00000235437,LINC01278
ENSG00000235448,LURAP1L-AS1
ENSG00000235499,AC073046.1
ENSG00000235629,AC090952.1
ENSG00000235643,LINC01647
ENSG00000235823,OLMALINC
ENSG00000235852,AC005540.1
ENSG00000235919,ASH1L-AS1
ENSG00000235942,LCE6A
ENSG00000235947,EGOT
ENSG00000235954,TTC28-AS1
ENSG00000236039,AC019117.1
ENSG00000236255,AC009404.1
ENSG00000236256,DIAPH2-AS1
ENSG00000236423,LINC01134
ENSG00000236444,UBE2L5
ENSG00000236453,AC003092.1
ENSG00000236682,MAP3K2-DT
ENSG00000236754,AC007666.1
ENSG00000236901,MIR600HG
ENSG00000237017,AC245052.4
ENSG00000237200,ZBTB40-IT1
ENSG00000237330,RNF223
ENSG00000237338,FTCD-AS1
ENSG00000237399,PITRM1-AS1
ENSG00000237596,AL138828.1
ENSG00000237760,AC023669.2
ENSG00000237781,AL356356.1
ENSG00000238120,LINC01589
ENSG00000238266,LINC00707
ENSG00000239305,RNF103
ENSG00000239382,ALKBH6
ENSG00000239569,KMT2E-AS1
ENSG00000239653,PSMD6-AS2
ENSG00000239665,AL157392.3
ENSG00000239704,CDRT4
ENSG00000239857,GET4
ENSG00000240053,LY6G5B
ENSG00000240219,AL512306.2
ENSG00000240386,LCE1F
ENSG00000240476,LINC00973
ENSG00000240707,LINC01168
ENSG00000240731,AL139287.1
ENSG00000240771,ARHGEF25
ENSG00000240889,NDUFB2-AS1
ENSG00000241106,HLA-DOB
ENSG00000241155,ARHGAP31-AS1
ENSG00000241258,CRCP
ENSG00000241852,C8orf58
ENSG00000241878,PISD
ENSG00000241973,PI4KA
ENSG00000242028,HYPK
ENSG00000242252,BGLAP
ENSG00000242265,PEG10
ENSG00000242689,CNTF
ENSG00000242732,RTL5
ENSG00000242798,AC073842.2
ENSG00000242802,AP5Z1
ENSG00000242866,STRC
ENSG00000243179,AC110769.1
ENSG00000243335,KCTD7
ENSG00000243716,NPIPB5
ENSG00000243725,TTC4
ENSG00000243819,RN7SL832P
ENSG00000243927,MRPS6
ENSG00000243960,AL390195.1
ENSG00000244165,P2RY11
ENSG00000244405,ETV5
ENSG00000244462,RBM12
ENSG00000244491,AL021707.5
ENSG00000244754,N4BP2L2
ENSG00000244879,GABPB1-AS1
ENSG00000245025,AC107959.1
ENSG00000245317,AC008393.1
ENSG00000245522,LINC02709
ENSG00000245532,NEAT1
ENSG00000245694,CRNDE
ENSG00000246089,AC016065.1
ENSG00000246130,AC107959.2
ENSG00000246273,SBF2-AS1
ENSG00000246350,AL049543.1
ENSG00000246560,UBE2D3-AS1
ENSG00000246695,RASSF8-AS1
ENSG00000246922,UBAP1L
ENSG00000246985,SOCS2-AS1
ENSG00000247049,AC008443.2
ENSG00000247092,SNHG10
ENSG00000247315,ZCCHC3
ENSG00000247679,AC139795.2
ENSG00000247982,LINC00926
ENSG00000248323,LUCAT1
ENSG00000248476,BACH1-IT1
ENSG00000248968,AC012640.1
ENSG00000249087,ZNF436-AS1
ENSG00000249592,AC139887.2
ENSG00000249731,AC126768.2
ENSG00000249898,MCPH1-AS1
ENSG00000250067,YJEFN3
ENSG00000250091,DNAH10OS
ENSG00000250410,AC112722.1
ENSG00000250506,CDK3
ENSG00000251131,AC025171.3
ENSG00000251136,AF117829.1
ENSG00000251192,ZNF674
ENSG00000251322,SHANK3
ENSG00000251369,ZNF550
ENSG00000251410,AC007106.1
ENSG00000251562,MALAT1
ENSG00000251867,AC009812.1
ENSG00000253161,LINC01605
ENSG00000253190,AC084082.1
ENSG00000253200,AC037459.2
ENSG00000253352,TUG1
ENSG00000253392,AC119403.1
ENSG00000253476,AC091185.1
ENSG00000253710,ALG11
ENSG00000253746,AC091182.2
ENSG00000254165,AC090739.1
ENSG00000254207,AC100797.1
ENSG00000254400,AC091564.2
ENSG00000254418,SPON1-AS1
ENSG00000254477,AP000640.1
ENSG00000254484,AP002336.1
ENSG00000254548,AC105219.2
ENSG00000254554,AC080023.1
ENSG00000254574,AC105219.3
ENSG00000254577,AC087276.1
ENSG00000254602,AP000662.1
ENSG00000254648,AP000911.1
ENSG00000254665,AC091053.1
ENSG00000254676,AP000873.4
ENSG00000254694,AP001893.1
ENSG00000254812,AC067930.2
ENSG00000254815,AP006284.1
ENSG00000254911,SCARNA9
ENSG00000254936,AF131215.4
ENSG00000254966,AC103974.1
ENSG00000255002,LINC02324
ENSG00000255008,LINC02739
ENSG00000255026,AC136475.3
ENSG00000255031,AP002807.1
ENSG00000255135,AP002360.1
ENSG00000255150,EID3
ENSG00000255176,AP000941.1
ENSG00000255181,CCDC166
ENSG00000255310,AF131215.5
ENSG00000255326,AP001922.5
ENSG00000255363,LINC02757
ENSG00000255423,EBLN2
ENSG00000255521,AL356215.1
ENSG00000255920,CCND2-AS1
ENSG00000255946,AC069234.1
ENSG00000255966,AC006064.3
ENSG00000256084,AC092112.1
ENSG00000256087,ZNF432
ENSG00000256092,SBNO1-AS1
ENSG00000256152,AC027290.1
ENSG00000256223,ZNF10
ENSG00000256448,AP000763.3
ENSG00000256525,POLG2
ENSG00000256683,ZNF350
ENSG00000257475,AC068888.2
ENSG00000257497,AC121761.1
ENSG00000257509,AC073487.1
ENSG00000257621,PSMA3-AS1
ENSG00000257696,AC010203.2
ENSG00000257702,LBX2-AS1
ENSG00000257949,TEN1
ENSG00000258099,ATXN2-AS
ENSG00000258177,AC008149.1
ENSG00000258365,AC073655.2
ENSG00000258441,LINC00641
ENSG00000258454,AC016526.2
ENSG00000258559,AC005519.1
ENSG00000258634,AL160006.1
ENSG00000258667,HIF1A-AS3
ENSG00000258717,AL132711.1
ENSG00000258727,AL135999.1
ENSG00000258738,AL121603.2
ENSG00000258813,AL442663.3
ENSG00000258839,MC1R
ENSG00000258890,CEP95
ENSG00000258904,AL157871.5
ENSG00000258944,AC004846.2
ENSG00000258947,TUBB3
ENSG00000259001,AL355075.4
ENSG00000259322,AC090607.1
ENSG00000259353,AC090515.4
ENSG00000259366,AC108449.2
ENSG00000259644,AC022613.3
ENSG00000259659,AC009996.1
ENSG00000259744,AC009269.4
ENSG00000259775,AL138976.2
ENSG00000259802,AC012640.2
ENSG00000259891,AC107375.1
ENSG00000259932,AC051619.7
ENSG00000259939,AC022167.1
ENSG00000259956,RBM15B
ENSG00000259969,AL049838.1
ENSG00000260032,NORAD
ENSG00000260035,AC051619.8
ENSG00000260038,AC009090.1
ENSG00000260060,AC009088.1
ENSG00000260077,AC104794.3
ENSG00000260179,AL162741.1
ENSG00000260182,AC120498.2
ENSG00000260186,LINC02137
ENSG00000260231,KDM7A-DT
ENSG00000260233,SSSCA1-AS1
ENSG00000260239,LINC02533
ENSG00000260257,AL035071.1
ENSG00000260276,AC022167.2
ENSG00000260278,AC098818.2
ENSG00000260350,AC012173.1
ENSG00000260366,AC026803.1
ENSG00000260368,AC027373.1
ENSG00000260418,AL023284.4
ENSG00000260428,SCX
ENSG00000260476,AC104794.4
ENSG00000260563,AC132872.1
ENSG00000260672,AC100827.4
ENSG00000260698,AL591848.3
ENSG00000260708,AL118516.1
ENSG00000260710,AC120498.4
ENSG00000260751,AC008870.2
ENSG00000260793,AC003102.1
ENSG00000260796,AC145285.3
ENSG00000260805,AC092803.1
ENSG00000260807,AC009041.2
ENSG00000260852,FBXL19-AS1
ENSG00000260911,AC135050.3
ENSG00000260942,CAPN10-DT
ENSG00000260948,AL390195.2
ENSG00000260953,AC009093.4
ENSG00000260996,BX255925.1
ENSG00000261026,AC105046.1
ENSG00000261087,AP003469.4
ENSG00000261094,AC007066.2
ENSG00000261101,AC234775.3
ENSG00000261114,AC012181.1
ENSG00000261270,AC012181.2
ENSG00000261286,ATP2C2-AS1
ENSG00000261324,AC010168.2
ENSG00000261423,TMEM202-AS1
ENSG00000261430,AL031600.2
ENSG00000261441,AC124068.2
ENSG00000261481,AC022167.4
ENSG00000261485,PAN3-AS1
ENSG00000261488,TBILA
ENSG00000261618,LINC02605
ENSG00000261644,AC007728.2
ENSG00000261654,AL360270.2
ENSG00000261703,LINC02168
ENSG00000261765,AC009127.1
ENSG00000261888,AC144831.1
ENSG00000261889,AC108134.2
ENSG00000262001,DLGAP1-AS2
ENSG00000262089,AC040977.1
ENSG00000262202,AC007952.4
ENSG00000262211,AC008914.1
ENSG00000262265,AC002558.3
ENSG00000262343,AC100791.1
ENSG00000262434,AC087392.4
ENSG00000262445,AC099684.2
ENSG00000262533,AC090617.3
ENSG00000262652,AC124283.3
ENSG00000262766,AC135050.5
ENSG00000262903,AC027796.4
ENSG00000263050,AC090617.5
ENSG00000263167,AC115099.1
ENSG00000263220,AC015727.1
ENSG00000263567,AC007923.1
ENSG00000263574,AC125421.1
ENSG00000263683,AC005154.3
ENSG00000263786,AC022211.1
ENSG00000263823,AC009831.1
ENSG00000263843,AC022211.2
ENSG00000263884,AP000845.1
ENSG00000263916,AC100778.2
ENSG00000264112,AC015813.1
ENSG00000264269,AC016866.1
ENSG00000264522,OTUD7B
ENSG00000264635,AP001020.2
ENSG00000265287,AC005726.5
ENSG00000265800,AC022211.3
ENSG00000266236,NARF-IT1
ENSG00000266490,AC127024.5
ENSG00000266498,AC055811.3
ENSG00000266538,AC005838.2
ENSG00000266897,AC005546.1
ENSG00000266980,AC087289.1
ENSG00000266993,AL050343.2
ENSG00000267064,UXT-AS1
ENSG00000267090,AC005789.1
ENSG00000267100,ILF3-DT
ENSG00000267114,AC011481.1
ENSG00000267121,AC008105.3
ENSG00000267138,AC005954.1
ENSG00000267139,AC005262.2
ENSG00000267169,AC022098.1
ENSG00000267270,PARD6G-AS1
ENSG00000267277,AC024575.1
ENSG00000267308,LINC01764
ENSG00000267309,AC092295.2
ENSG00000267322,SNHG22
ENSG00000267328,AC002398.2
ENSG00000267475,AC008736.1
ENSG00000267504,AC090236.2
ENSG00000267519,AC020916.1
ENSG00000267582,AC020916.2
ENSG00000267632,AC067852.3
ENSG00000267682,AC016590.2
ENSG00000267688,KF456478.1
ENSG00000267751,AC009005.1
ENSG00000267757,EML2-AS1
ENSG00000267796,LIN37
ENSG00000267858,MZF1-AS1
ENSG00000267898,AC026803.2
ENSG00000267919,AC009955.2
ENSG00000267922,AC007785.1
ENSG00000268006,PTOV1-AS1
ENSG00000268043,NBPF12
ENSG00000268093,AC022154.1
ENSG00000268189,AC005785.1
ENSG00000268205,AC005261.1
ENSG00000268320,SCGB1C2
ENSG00000268403,AC132192.2
ENSG00000268584,AC073389.1
ENSG00000268655,AC008687.4
ENSG00000268670,AC016586.1
ENSG00000268743,AC008737.1
ENSG00000268756,AC104534.1
ENSG00000268858,AL118506.1
ENSG00000268945,AC010422.2
ENSG00000268947,AC002128.1
ENSG00000268970,AC022150.2
ENSG00000269019,HOMER3-AS1
ENSG00000269044,AC024075.2
ENSG00000269053,AC010319.3
ENSG00000269068,AC009955.4
ENSG00000269318,AC007292.2
ENSG00000269335,IKBKG
ENSG00000269352,PTOV1-AS2
ENSG00000269463,AP001160.4
ENSG00000269688,AC008982.2
ENSG00000269743,SLC25A53
ENSG00000269815,AC010463.3
ENSG00000269821,KCNQ1OT1
ENSG00000269825,AC022150.4
ENSG00000269826,AC092327.2
ENSG00000269858,EGLN2
ENSG00000269889,AC078802.1
ENSG00000269900,RMRP
ENSG00000269918,AF131215.6
ENSG00000269925,Z98884.2
ENSG00000269929,AL158152.1
ENSG00000269951,AC090181.2
ENSG00000269967,AL136115.2
ENSG00000269971,AL020997.2
ENSG00000269993,KC877982.1
ENSG00000269997,AC068790.3
ENSG00000270012,AC232271.1
ENSG00000270020,AC009108.3
ENSG00000270022,Z93241.1
